"url","page_type","seo_priority_score","MetricsAggregate","latitude","longitude"
"/georgia/decatur-apartments","SrpCityApt",0.0336700935,12903,-84.2964,33.7747
"/georgia/columbus-apartments","SrpCityApt",0.0333946694,11878,-84.9878,32.4608
"/ohio/cincinnati-apartments","SrpCityApt",0.0330514982,14929,-84.502052,39.105479
"/ohio/cleveland-apartments","SrpCityApt",0.0327575772,14722,-81.6956,41.4994
"/north-carolina/wilmington-apartments","SrpCityApt",0.0324806694,7300,-77.945,34.2256
"/rhode-island/providence-apartments","SrpCityApt",0.0324431448,14765,-71.4133,41.8239
"/michigan/southfield-apartments","SrpCityApt",0.0319670608,18044,-83.2219,42.4733
"/florida/brandon-apartments","SrpCityApt",0.0318907428,10473,-82.2861,27.9375
"/connecticut/bridgeport-apartments","SrpCityApt",0.0316102399,16302,-73.2053,41.1669
"/florida/fort-myers-apartments","SrpCityApt",0.0313386533,15830,-81.8725,26.6403
"/kentucky/lexington-apartments","SrpCityApt",0.0311337109,3898,-84.5003,38.0492
"/california/bakersfield-apartments","SrpCityApt",0.0310948080,14144,-119.0178,35.3733
"/missouri/springfield-apartments","SrpCityApt",0.0309372321,8365,-93.2851,37.2153
"/florida/lakeland-apartments","SrpCityApt",0.0306996824,12239,-81.9411,28.047
"/north-carolina/greensboro-apartments","SrpCityApt",0.0305208723,6298,-79.7922,36.0725
"/arizona/tucson-apartments","SrpCityApt",0.0298937781,11529,-110.9258,32.2217
"/minnesota/brooklyn-park-apartments","SrpCityApt",0.0298919692,12950,-93.3561,45.0942
"/new-jersey/clifton-apartments","SrpCityApt",0.0298457215,15617,-74.1642,40.8583
"/south-carolina/charleston-apartments","SrpCityApt",0.0298336936,4962,-79.9311,32.7764
"/nevada/henderson-apartments","SrpCityApt",0.0294820722,10421,-114.9811,36.0397
"/massachusetts/boston-apartments","SrpCityApt",0.0291643898,12557,-71.0603,42.3583
"/connecticut/hartford-apartments","SrpCityApt",0.0288757717,14420,-72.6856,41.7636
"/virginia/arlington-apartments","SrpCityApt",0.0286452098,2492,-77.0844,38.8903
"/new-jersey/edison-apartments","SrpCityApt",0.0282613189,12737,-74.4125,40.5186
"/colorado/aurora-apartments","SrpCityApt",0.0282378819,10184,-104.8314,39.7294
"/california/fontana-apartments","SrpCityApt",0.0280681855,14483,-117.4342,34.0922
"/new-hampshire/manchester-apartments","SrpCityApt",0.0278414151,11549,-71.4553,42.9956
"/kansas/wichita-apartments","SrpCityApt",0.0275159729,7745,-97.3372,37.6922
"/nebraska/lincoln-apartments","SrpCityApt",0.0273407878,4399,-96.6667,40.8
"/texas/odessa-apartments","SrpCityApt",0.0273386496,7668,-102.3672,31.8456
"/florida/clearwater-apartments","SrpCityApt",0.0272287898,10220,-82.8003,27.9656
"/michigan/westland-apartments","SrpCityApt",0.0271580327,13186,-83.4003,42.3242
"/north-carolina/durham-apartments","SrpCityApt",0.0270733232,6237,-78.8989,35.9939
"/indiana/greenwood-apartments","SrpCityApt",0.0268837871,7428,-86.1067,39.6136
"/texas/plano-apartments","SrpCityApt",0.0268429040,5436,-96.6986,33.0197
"/florida/pensacola-apartments","SrpCityApt",0.0268409520,8692,-87.2169,30.4211
"/tennessee/knoxville-apartments","SrpCityApt",0.0267421408,7701,-83.9208,35.9606
"/florida/ocala-apartments","SrpCityApt",0.0265889356,10075,-82.1403,29.1869
"/florida/gainesville-apartments","SrpCityApt",0.0263058568,5173,-82.3391,29.6524
"/florida/winter-park-apartments","SrpCityApt",0.0262566774,11593,-81.3394,28.5997
"/nevada/sparks-apartments","SrpCityApt",0.0259150175,9831,-119.7517,39.535
"/georgia/athens-apartments","SrpCityApt",0.0258871175,6662,-83.3781,33.9608
"/new-jersey/bloomfield-apartments","SrpCityApt",0.0257523053,12771,-74.1858,40.8067
"/florida/bradenton-apartments","SrpCityApt",0.0256053970,9895,-82.575,27.4986
"/florida/naples-apartments","SrpCityApt",0.0255458842,10547,-81.795,26.1417
"/california/chula-vista-apartments","SrpCityApt",0.0255256028,14270,-117.0833,32.64
"/minnesota/coon-rapids-apartments","SrpCityApt",0.0254094192,11678,-93.2875,45.12
"/florida/homestead-apartments","SrpCityApt",0.0252947898,10592,-80.4778,25.4683
"/new-jersey/orange-apartments","SrpCityApt",0.0252003826,11651,-74.2331,40.7706
"/minnesota/shakopee-apartments","SrpCityApt",0.0250633831,11315,-93.5267,44.7981
"/california/ontario-apartments","SrpCityApt",0.0250386502,12625,-117.65,34.0633
"/texas/beaumont-apartments","SrpCityApt",0.0249488528,7052,-94.1017,30.0858
"/arkansas/springdale-apartments","SrpCityApt",0.0249481771,9851,-94.1286,36.1867
"/texas/pasadena-apartments","SrpCityApt",0.0247503846,9956,-95.2089,29.6908
"/north-carolina/fayetteville-apartments","SrpCityApt",0.0246812896,6896,-78.8786,35.0525
"/georgia/stone-mountain-apartments","SrpCityApt",0.0245824719,11088,-84.1703,33.8081
"/pennsylvania/lancaster-apartments","SrpCityApt",0.0245148445,8953,-76.3058,40.0378
"/california/hayward-apartments","SrpCityApt",0.0244873197,9350,-122.0797,37.6689
"/missouri/saint-louis-apartments","SrpCityApt",0.0244233712,10454,-90.1978,38.6272
"/new-york/brooklyn-apartments","SrpCityApt",0.0243703650,4836,-73.94524,40.65948
"/missouri/kansas-city-apartments","SrpCityApt",0.0242219884,9990,-94.5783,39.0997
"/wisconsin/appleton-apartments","SrpCityApt",0.0241836409,10441,-88.4153,44.2619
"/utah/salt-lake-city-apartments","SrpCityApt",0.0237290491,12602,-111.8882,40.7607
"/texas/lewisville-apartments","SrpCityApt",0.0236560109,8679,-96.9939,33.0461
"/arizona/glendale-apartments","SrpCityApt",0.0235856130,9446,-112.1853,33.5386
"/indiana/fort-wayne-apartments","SrpCityApt",0.0235572419,5027,-85.1289,41.1306
"/georgia/marietta-apartments","SrpCityApt",0.0235120461,8137,-84.55,33.9525
"/ohio/toledo-apartments","SrpCityApt",0.0234611084,10114,-83.5553,41.6639
"/michigan/grand-rapids-apartments","SrpCityApt",0.0234216597,7770,-85.6681,42.9633
"/georgia/lithonia-apartments","SrpCityApt",0.0232704805,9118,-84.1053,33.7122
"/texas/garland-apartments","SrpCityApt",0.0232130063,8958,-96.6386,32.9125
"/virginia/alexandria-apartments","SrpCityApt",0.0230132210,2524,-77.0472,38.8047
"/california/anaheim-apartments","SrpCityApt",0.0230091169,11424,-117.9136,33.8353
"/florida/port-saint-lucie-apartments","SrpCityApt",0.0229850273,8710,-80.3506,27.2936
"/california/corona-apartments","SrpCityApt",0.0228127329,10891,-117.5656,33.8753
"/alabama/mobile-apartments","SrpCityApt",0.0226603607,6455,-88.0431,30.6942
"/north-dakota/fargo-apartments","SrpCityApt",0.0225685792,8146,-96.7894,46.8772
"/connecticut/waterbury-apartments","SrpCityApt",0.0225520354,10548,-73.0519,41.5581
"/alabama/huntsville-apartments","SrpCityApt",0.0225368070,4390,-86.5861,34.7303
"/virginia/norfolk-apartments","SrpCityApt",0.0224783073,6116,-76.2844,36.8518
"/georgia/macon-apartments","SrpCityApt",0.0222011869,7596,-83.6325,32.8406
"/tennessee/murfreesboro-apartments","SrpCityApt",0.0221844379,5419,-86.3903,35.8456
"/massachusetts/worcester-apartments","SrpCityApt",0.0221738688,8318,-71.8028,42.2625
"/california/rialto-apartments","SrpCityApt",0.0221406632,11143,-117.3694,34.1064
"/texas/katy-apartments","SrpCityApt",0.0219110637,8034,-95.8242,29.7856
"/massachusetts/lowell-apartments","SrpCityApt",0.0218610054,9769,-71.3167,42.6333
"/new-jersey/new-brunswick-apartments","SrpCityApt",0.0217163627,8812,-74.4522,40.4861
"/georgia/warner-robins-apartments","SrpCityApt",0.0217162993,9901,-83.6,32.6208
"/nebraska/omaha-apartments","SrpCityApt",0.0216062412,4259,-95.9375,41.2586
"/indiana/bloomington-apartments","SrpCityApt",0.0213128378,4372,-86.5264,39.1653
"/georgia/lawrenceville-apartments","SrpCityApt",0.0212164779,8250,-83.9881,33.9561
"/new-york/middletown-apartments","SrpCityApt",0.0211358948,8451,-74.4233,41.4458
"/florida/daytona-beach-apartments","SrpCityApt",0.0208959547,9696,-81.0231,29.2106
"/florida/sarasota-apartments","SrpCityApt",0.0208763702,8448,-82.5308,27.3361
"/massachusetts/springfield-apartments","SrpCityApt",0.0208192260,8442,-72.5903,42.1014
"/california/long-beach-apartments","SrpCityApt",0.0205639543,7307,-118.1883,33.7669
"/pennsylvania/allentown-apartments","SrpCityApt",0.0205472801,8827,-75.4906,40.6083
"/new-jersey/hackensack-apartments","SrpCityApt",0.0205378490,9528,-74.0439,40.8858
"/georgia/college-park-apartments","SrpCityApt",0.0205263992,7837,-84.4494,33.6533
"/alabama/montgomery-apartments","SrpCityApt",0.0199970607,3809,-86.3,32.3667
"/georgia/conyers-apartments","SrpCityApt",0.0199370723,7828,-84.0178,33.6675
"/florida/winter-haven-apartments","SrpCityApt",0.0199061847,7052,-81.7331,28.0219
"/pennsylvania/pittsburgh-apartments","SrpCityApt",0.0198998079,8354,-79.9961,40.4406
"/california/garden-grove-apartments","SrpCityApt",0.0198071275,10623,-117.9586,33.7813
"/california/clovis-apartments","SrpCityApt",0.0197361842,7767,-119.7019,36.8253
"/oklahoma/tulsa-apartments","SrpCityApt",0.0196622411,5918,-95.9925,36.1539
"/texas/tyler-apartments","SrpCityApt",0.0195697474,2828,-95.3008,32.3511
"/california/san-francisco-apartments","SrpCityApt",0.0195501003,12747,-122.4183,37.775
"/california/san-jose-apartments","SrpCityApt",0.0192735636,10249,-121.8939,37.3394
"/florida/riverview-apartments","SrpCityApt",0.0190663380,7415,-82.3267,27.8658
"/north-carolina/high-point-apartments","SrpCityApt",0.0189002951,2635,-80.0056,35.9556
"/new-york/bronx-apartments","SrpCityApt",0.0188878135,6875,-73.8667,40.85
"/michigan/royal-oak-apartments","SrpCityApt",0.0187770096,9646,-83.1447,42.4894
"/new-jersey/perth-amboy-apartments","SrpCityApt",0.0187277904,9015,-74.2658,40.5067
"/connecticut/new-haven-apartments","SrpCityApt",0.0187272970,8601,-72.9286,41.3081
"/new-york/albany-apartments","SrpCityApt",0.0186947616,5473,-73.7594,42.6596
"/california/pasadena-apartments","SrpCityApt",0.0186740858,8268,-118.1436,34.1478
"/minnesota/roseville-apartments","SrpCityApt",0.0186597291,8708,-93.1564,45.0061
"/arkansas/rogers-apartments","SrpCityApt",0.0186418807,6367,-94.1183,36.3319
"/north-carolina/winston-salem-apartments","SrpCityApt",0.0185622764,6891,-80.2444,36.0997
"/michigan/taylor-apartments","SrpCityApt",0.0185285008,6924,-83.2697,42.2408
"/maryland/baltimore-apartments","SrpCityApt",0.0185266964,8385,-76.6125,39.2903
"/louisiana/lafayette-apartments","SrpCityApt",0.0183499806,5024,-92.0197,30.2239
"/idaho/boise-apartments","SrpCityApt",0.0183416075,5778,-116.2025,43.6136
"/florida/melbourne-apartments","SrpCityApt",0.0182654304,6155,-80.6083,28.0833
"/tennessee/chattanooga-apartments","SrpCityApt",0.0182401550,6737,-85.3097,35.0456
"/minnesota/eagan-apartments","SrpCityApt",0.0182072759,9090,-93.1667,44.8042
"/washington/lakewood-apartments","SrpCityApt",0.0181385059,6699,-122.5172,47.1719
"/california/moreno-valley-apartments","SrpCityApt",0.0180907959,10124,-117.2297,33.9375
"/arizona/chandler-apartments","SrpCityApt",0.0180164174,5778,-111.8406,33.3061
"/nevada/carson-city-apartments","SrpCityApt",0.0180004263,8193,-119.7664,39.1639
"/ohio/lakewood-apartments","SrpCityApt",0.0179897386,7395,-81.7983,41.4819
"/louisiana/baton-rouge-apartments","SrpCityApt",0.0178964117,8216,-91.1544,30.4506
"/tennessee/clarksville-apartments","SrpCityApt",0.0178879654,5005,-87.3594,36.5297
"/ohio/dayton-apartments","SrpCityApt",0.0178462677,7032,-84.1917,39.7589
"/new-jersey/passaic-apartments","SrpCityApt",0.0177834127,10142,-74.1289,40.8567
"/pennsylvania/harrisburg-apartments","SrpCityApt",0.0177246755,7703,-76.8847,40.2736
"/minnesota/burnsville-apartments","SrpCityApt",0.0176520259,8400,-93.2775,44.7678
"/north-carolina/greenville-apartments","SrpCityApt",0.0176430575,2365,-77.3667,35.6125
"/texas/mckinney-apartments","SrpCityApt",0.0176246089,4873,-96.615,33.1975
"/new-jersey/montclair-apartments","SrpCityApt",0.0175536329,7466,-74.2094,40.8258
"/california/van-nuys-apartments","SrpCityApt",0.0175477640,9826,-118.4481,34.1867
"/california/orange-apartments","SrpCityApt",0.0175286491,8515,-117.8522,33.7878
"/california/victorville-apartments","SrpCityApt",0.0175241041,6958,-117.2903,34.5361
"/california/stockton-apartments","SrpCityApt",0.0174803535,4378,-121.2897,37.9578
"/california/woodland-apartments","SrpCityApt",0.0174513860,7188,-121.7722,38.6786
"/illinois/oak-park-apartments","SrpCityApt",0.0174443080,8202,-87.7844,41.885
"/north-carolina/asheville-apartments","SrpCityApt",0.0174390655,4202,-82.5542,35.6008
"/florida/vero-beach-apartments","SrpCityApt",0.0174257740,7729,-80.3975,27.6383
"/arkansas/little-rock-apartments","SrpCityApt",0.0174154980,5504,-92.2894,34.7464
"/california/santa-ana-apartments","SrpCityApt",0.0172292070,10061,-117.8669,33.7456
"/indiana/plainfield-apartments","SrpCityApt",0.0171536146,5637,-86.3994,39.7042
"/michigan/lansing-apartments","SrpCityApt",0.0171534165,5819,-84.5556,42.7325
"/florida/altamonte-springs-apartments","SrpCityApt",0.0171407497,8905,-81.3658,28.6608
"/texas/euless-apartments","SrpCityApt",0.0170912012,6483,-97.0817,32.8369
"/new-jersey/union-apartments","SrpCityApt",0.0170217410,8893,-74.2636,40.6975
"/new-jersey/belleville-apartments","SrpCityApt",0.0169767233,8938,-74.1506,40.7936
"/massachusetts/fall-river-apartments","SrpCityApt",0.0169386616,8311,-71.1556,41.7014
"/california/whittier-apartments","SrpCityApt",0.0168490546,8233,-118.0319,33.9792
"/south-carolina/rock-hill-apartments","SrpCityApt",0.0168112470,5099,-81.0253,34.9247
"/virginia/chesapeake-apartments","SrpCityApt",0.0167464468,6295,-76.2855,36.7663
"/pennsylvania/upper-darby-apartments","SrpCityApt",0.0166986367,7907,-75.2742,39.9283
"/florida/hialeah-apartments","SrpCityApt",0.0166931953,8945,-80.2783,25.8572
"/florida/davenport-apartments","SrpCityApt",0.0164990775,8589,-81.6019,28.1611
"/colorado/boulder-apartments","SrpCityApt",0.0164896472,2495,-105.27,40.015
"/florida/tallahassee-apartments","SrpCityApt",0.0164777554,5922,-84.2808,30.4381
"/michigan/clinton-township-apartments","SrpCityApt",0.0164724505,8580,-82.9078,42.5565
"/alabama/madison-apartments","SrpCityApt",0.0163248059,5430,-86.7483,34.6992
"/new-jersey/kearny-apartments","SrpCityApt",0.0163075761,7896,-74.1458,40.7683
"/tennessee/lebanon-apartments","SrpCityApt",0.0161960276,5917,-86.2911,36.2081
"/california/elk-grove-apartments","SrpCityApt",0.0161120543,8721,-121.3706,38.4089
"/pennsylvania/bethlehem-apartments","SrpCityApt",0.0161085870,6566,-75.3708,40.6258
"/minnesota/anoka-apartments","SrpCityApt",0.0160714247,7366,-93.3869,45.1978
"/georgia/jonesboro-apartments","SrpCityApt",0.0160585065,6371,-84.3539,33.5214
"/california/roseville-apartments","SrpCityApt",0.0160480904,5921,-121.2869,38.7522
"/new-jersey/plainfield-apartments","SrpCityApt",0.0159971167,6881,-74.4078,40.6336
"/tennessee/antioch-apartments","SrpCityApt",0.0159750425,5885,-86.6717,36.05987
"/tennessee/johnson-city-apartments","SrpCityApt",0.0158901623,6792,-82.3536,36.3133
"/colorado/westminster-apartments","SrpCityApt",0.0158563203,6036,-105.0367,39.8367
"/indiana/hammond-apartments","SrpCityApt",0.0158522289,8148,-87.5,41.5833
"/florida/fort-pierce-apartments","SrpCityApt",0.0158385770,7175,-80.3258,27.4464
"/mississippi/southaven-apartments","SrpCityApt",0.0157447493,6201,-90.0125,34.9889
"/connecticut/stamford-apartments","SrpCityApt",0.0157276750,3494,-73.5392,41.0533
"/new-york/syracuse-apartments","SrpCityApt",0.0157144051,4473,-76.1478,43.0481
"/texas/el-paso-apartments","SrpCityApt",0.0157060038,4400,-106.4864,31.7586
"/new-hampshire/nashua-apartments","SrpCityApt",0.0156669780,6255,-71.4681,42.7653
"/georgia/riverdale-apartments","SrpCityApt",0.0156477598,6082,-84.4133,33.5725
"/california/vacaville-apartments","SrpCityApt",0.0156202737,6598,-121.9867,38.3567
"/california/redlands-apartments","SrpCityApt",0.0153973775,8160,-117.1817,34.0556
"/texas/richardson-apartments","SrpCityApt",0.0153011332,2999,-96.7294,32.9481
"/florida/miami-beach-apartments","SrpCityApt",0.0152381991,10534,-80.1303,25.7903
"/alabama/auburn-apartments","SrpCityApt",0.0151794969,3647,-85.4808,32.6097
"/michigan/ypsilanti-apartments","SrpCityApt",0.0151761107,6851,-83.6131,42.2411
"/massachusetts/quincy-apartments","SrpCityApt",0.0151443774,5659,-71.0028,42.2528
"/north-carolina/gastonia-apartments","SrpCityApt",0.0151366147,6648,-81.1875,35.2619
"/south-carolina/summerville-apartments","SrpCityApt",0.0150718772,4378,-80.1758,33.0183
"/new-york/queens-apartments","SrpCityApt",0.0150325778,3104,-73.847,40.7306
"/california/glendale-apartments","SrpCityApt",0.0150283882,4866,-118.2542,34.1425
"/ohio/westerville-apartments","SrpCityApt",0.0149759922,5994,-82.9292,40.1261
"/iowa/iowa-city-apartments","SrpCityApt",0.0149410797,918,-91.53,41.6611
"/massachusetts/west-springfield-apartments","SrpCityApt",0.0149409600,7575,-72.6208,42.1069
"/california/oakland-apartments","SrpCityApt",0.0149305356,5153,-122.2697,37.8044
"/texas/killeen-apartments","SrpCityApt",0.0149293261,3924,-97.7275,31.1169
"/north-carolina/cary-apartments","SrpCityApt",0.0148776679,2801,-78.7814,35.7914
"/michigan/canton-apartments","SrpCityApt",0.0148466567,6479,-83.4822,42.3085
"/georgia/mcdonough-apartments","SrpCityApt",0.0148144153,5138,-84.1469,33.4472
"/michigan/waterford-apartments","SrpCityApt",0.0147327511,6821,-83.4028,42.7022
"/washington/lacey-apartments","SrpCityApt",0.0146834343,5866,-122.8219,47.0344
"/arizona/scottsdale-apartments","SrpCityApt",0.0146722027,3503,-111.8983,33.5092
"/tennessee/smyrna-apartments","SrpCityApt",0.0146267461,3112,-86.5186,35.9828
"/massachusetts/chicopee-apartments","SrpCityApt",0.0145930689,6888,-72.6083,42.1486
"/wisconsin/kenosha-apartments","SrpCityApt",0.0145638035,7022,-87.8211,42.5847
"/washington/puyallup-apartments","SrpCityApt",0.0145523537,6751,-122.2894,47.1911
"/massachusetts/attleboro-apartments","SrpCityApt",0.0145307853,7711,-71.2861,41.9444
"/georgia/norcross-apartments","SrpCityApt",0.0145078815,5535,-84.2136,33.9411
"/oklahoma/norman-apartments","SrpCityApt",0.0145059483,5078,-97.4392,35.2225
"/new-hampshire/concord-apartments","SrpCityApt",0.0144967283,6841,-71.5381,43.2081
"/california/fairfield-apartments","SrpCityApt",0.0144506842,5159,-122.0389,38.2494
"/pennsylvania/york-apartments","SrpCityApt",0.0144248813,4877,-76.7281,39.9625
"/new-jersey/rahway-apartments","SrpCityApt",0.0143904696,5483,-74.2781,40.6081
"/texas/carrollton-apartments","SrpCityApt",0.0143897163,3081,-96.89,32.9536
"/texas/pearland-apartments","SrpCityApt",0.0143876644,6922,-95.2858,29.5633
"/new-york/yonkers-apartments","SrpCityApt",0.0143728264,6681,-73.8992,40.9311
"/florida/sanford-apartments","SrpCityApt",0.0143434958,5071,-81.2733,28.8003
"/maine/portland-apartments","SrpCityApt",0.0142892197,851,-70.2558,43.6614
"/arizona/gilbert-apartments","SrpCityApt",0.0142519177,4432,-111.7883,33.3528
"/virginia/virginia-beach-apartments","SrpCityApt",0.0142077312,7967,-75.9808,36.8528
"/california/irvine-apartments","SrpCityApt",0.0141957523,3299,-117.8222,33.6694
